,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
108131,10205,2 Kings,2Kin,24,3,"Surely at the commandment of the LORD came this upon Judah, to remove them out of his sight, for the sins of Manasseh, according to all that he did;",,,English,KJV_1769,Positive,"('Subjective', 0.8888888888888888)",2 Kings,[],['Judah'],['Judah']
108132,10206,2 Kings,2Kin,24,4,And also for the innocent blood that he shed: for he filled Jerusalem with innocent blood; which the LORD would not pardon.,,,English,KJV_1769,Positive,"('Subjective', 0.7666666666666666)",2 Kings,[],['Jerusalem'],['Jerusalem']
108133,10207,2 Kings,2Kin,24,5,"Now the rest of the acts of Jehoiakim, and all that he did, are they not written in the book of the chronicles of the kings of Judah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Judah'],['Judah']
108135,10209,2 Kings,2Kin,24,7,And the king of Egypt came not again any more out of his land: for the king of Babylon had taken from the river of Egypt unto the river Euphrates all that pertained to the king of Egypt.,,,English,KJV_1769,Positive,"('Uncertain', 0.5)",2 Kings,['Babylon'],"['Egypt', 'Egypt', 'Egypt']","['Egypt', 'Egypt', 'Egypt']"
108136,10210,2 Kings,2Kin,24,8,"Jehoiachin was eighteen years old when he began to reign, and he reigned in Jerusalem three months. And his mother's name was Nehushta, the daughter of Elnathan of Jerusalem.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,[],"['Jerusalem', 'Nehushta', 'Elnathan of Jerusalem']","['Jerusalem', 'Nehushta', 'Elnathan']"
108138,10212,2 Kings,2Kin,24,10,"At that time the servants of Nebuchadnezzar king of Babylon came up against Jerusalem, and the city was besieged.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Babylon'],['Jerusalem'],['Jerusalem']
108140,10214,2 Kings,2Kin,24,12,"And Jehoiachin the king of Judah went out to the king of Babylon, he, and his mother, and his servants, and his princes, and his officers: and the king of Babylon took him in the eighth year of his reign.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Jehoiachin', 'Babylon', 'Babylon']",['Judah'],['Judah']
108141,10215,2 Kings,2Kin,24,13,"And he carried out thence all the treasures of the house of the LORD, and the treasures of the king's house, and cut in pieces all the vessels of gold which Solomon king of Israel had made in the temple of the LORD, as the LORD had said.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Solomon king'],['Israel'],['Israel']
108142,10216,2 Kings,2Kin,24,14,"And he carried away all Jerusalem, and all the princes, and all the mighty men of valour, even ten thousand captives, and all the craftsmen and smiths: none remained, save the poorest sort of the people of the land.",,,English,KJV_1769,Positive,"('Objective', 0.45)",2 Kings,[],['Jerusalem'],['Jerusalem']
108143,10217,2 Kings,2Kin,24,15,"And he carried away Jehoiachin to Babylon, and the king's mother, and the king's wives, and his officers, and the mighty of the land, those carried he into captivity from Jerusalem to Babylon.",,,English,KJV_1769,Positive,"('Subjective', 0.9)",2 Kings,['Babylon'],"['Jerusalem', 'Babylon']","['Jerusalem', 'Babylon']"
108146,10220,2 Kings,2Kin,24,18,"Zedekiah was twenty and one years old when he began to reign, and he reigned eleven years in Jerusalem. And his mother's name was Hamutal, the daughter of Jeremiah of Libnah.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,"['Zedekiah', 'Hamutal', 'Jeremiah of Libnah']",['Jerusalem'],['Jerusalem']
108148,10222,2 Kings,2Kin,24,20,"For through the anger of the LORD it came to pass in Jerusalem and Judah, until he had cast them out from his presence, that Zedekiah rebelled against the king of Babylon.",,,English,KJV_1769,Negative,"('Objective', 0.2)",2 Kings,"['Zedekiah', 'Babylon']","['Jerusalem', 'Judah']","['Jerusalem', 'Judah']"
108149,10223,2 Kings,2Kin,25,1,"And it came to pass in the ninth year of his reign, in the tenth month, in the tenth day of the month, that Nebuchadnezzar king of Babylon came, he, and all his host, against Jerusalem, and pitched against it; and they built forts against it round about.",,,English,KJV_1769,Negative,"('Objective', 0.4)",2 Kings,['Babylon'],['Jerusalem'],['Jerusalem']
108153,10227,2 Kings,2Kin,25,5,"And the army of the Chaldees pursued after the king, and overtook him in the plains of Jericho: and all his army were scattered from him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Jericho'],['Jericho']
108156,10230,2 Kings,2Kin,25,8,"And in the fifth month, on the seventh day of the month, which is the nineteenth year of king Nebuchadnezzar king of Babylon, came Nebuzaradan, captain of the guard, a servant of the king of Babylon, unto Jerusalem:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Nebuchadnezzar', 'Babylon', 'Babylon']",['Jerusalem'],['Jerusalem']
108157,10231,2 Kings,2Kin,25,9,"And he burnt the house of the LORD, and the king's house, and all the houses of Jerusalem, and every great man's house burnt he with fire.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",2 Kings,[],['Jerusalem'],['Jerusalem']
108158,10232,2 Kings,2Kin,25,10,"And all the army of the Chaldees, that were with the captain of the guard, brake down the walls of Jerusalem round about.",,,English,KJV_1769,Negative,"('Objective', 0.34444444444444444)",2 Kings,[],['Jerusalem'],['Jerusalem']
108166,10240,2 Kings,2Kin,25,18,"And the captain of the guard took Seraiah the chief priest, and Zephaniah the second priest, and the three keepers of the door:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Seraiah'],['Seraiah']
108169,10243,2 Kings,2Kin,25,21,"And the king of Babylon smote them, and slew them at Riblah in the land of Hamath. So Judah was carried away out of their land.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Babylon', 'Hamath']",['Judah'],['Judah']
108170,10244,2 Kings,2Kin,25,22,"And as for the people that remained in the land of Judah, whom Nebuchadnezzar king of Babylon had left, even over them he made Gedaliah the son of Ahikam, the son of Shaphan, ruler.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Babylon'],['Judah'],['Judah']
108171,10245,2 Kings,2Kin,25,23,"And when all the captains of the armies, they and their men, heard that the king of Babylon had made Gedaliah governor, there came to Gedaliah to Mizpah, even Ishmael the son of Nethaniah, and Johanan the son of Careah, and Seraiah the son of Tanhumeth the Netophathite, and Jaazaniah the son of a Maachathite, they and their men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Babylon', 'Tanhumeth', 'Jaazaniah']","['Ishmael', 'Johanan', 'Careah']","['Ishmael', 'Johanan', 'Careah']"
108173,10247,2 Kings,2Kin,25,25,"But it came to pass in the seventh month, that Ishmael the son of Nethaniah, the son of Elishama, of the seed royal, came, and ten men with him, and smote Gedaliah, that he died, and the Jews and the Chaldees that were with him at Mizpah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Gedaliah'],['Ishmael'],['Ishmael']
108174,10248,2 Kings,2Kin,25,26,"And all the people, both small and great, and the captains of the armies, arose, and came to Egypt: for they were afraid of the Chaldees.",,,English,KJV_1769,Negative,"('Subjective', 0.6833333333333332)",2 Kings,[],['Egypt'],['Egypt']
108175,10249,2 Kings,2Kin,25,27,"And it came to pass in the seven and thirtieth year of the captivity of Jehoiachin king of Judah, in the twelfth month, on the seven and twentieth day of the month, that Evilmerodach king of Babylon in the year that he began to reign did lift up the head of Jehoiachin king of Judah out of prison;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Jehoiachin king', 'Babylon', 'Jehoiachin king']","['Judah', 'Judah']","['Judah', 'Judah']"
108176,10250,2 Kings,2Kin,25,28,"And he spake kindly to him, and set his throne above the throne of the kings that were with him in Babylon;",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",2 Kings,[],['Babylon'],['Babylon']
108181,10255,1 Chronicles,1Chr,1,3,"Henoch, Methuselah, Lamech,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Henoch', 'Methuselah', 'Lamech']","['Henoch', 'Methuselah', 'Lamech']"
108183,10257,1 Chronicles,1Chr,1,5,"The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Japheth', 'Gomer', 'Magog', 'Javan']","['Madai', 'Meshech']","['Madai', 'Meshech']"
108184,10258,1 Chronicles,1Chr,1,6,"And the sons of Gomer; Ashchenaz, and Riphath, and Togarmah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Gomer', 'Ashchenaz']","['Riphath', 'Togarmah']","['Riphath', 'Togarmah']"
108186,10260,1 Chronicles,1Chr,1,8,"The sons of Ham; Cush, and Mizraim, Put, and Canaan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Cush', 'Mizraim']","['Ham', 'Canaan']","['Ham', 'Canaan']"
108187,10261,1 Chronicles,1Chr,1,9,"And the sons of Cush; Seba, and Havilah, and Sabta, and Raamah, and Sabtecha. And the sons of Raamah; Sheba, and Dedan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Cush', 'Seba', 'Sheba', 'Dedan']","['Cush', 'Seba', 'Sheba', 'Dedan']"
108191,10265,1 Chronicles,1Chr,1,13,"And Canaan begat Zidon his firstborn, and Heth,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Zidon', 'Heth']",['Canaan'],['Canaan']
108195,10269,1 Chronicles,1Chr,1,17,"The sons of Shem; Elam, and Asshur, and Arphaxad, and Lud, and Aram, and Uz, and Hul, and Gether, and Meshech.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Asshur', 'Aram', 'Gether']","['Shem', 'Meshech']","['Shem', 'Meshech']"
108197,10271,1 Chronicles,1Chr,1,19,And unto Eber were born two sons: the name of the one was Peleg; because in his days the earth was divided: and his brother's name was Joktan.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Eber', 'Peleg']",['Joktan'],['Joktan']
108198,10272,1 Chronicles,1Chr,1,20,"And Joktan begat Almodad, and Sheleph, and Hazarmaveth, and Jerah,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,['Jerah'],"['Joktan', 'Almodad', 'Sheleph', 'Hazarmaveth']","['Joktan', 'Almodad', 'Sheleph', 'Hazarmaveth']"
108200,10274,1 Chronicles,1Chr,1,22,"And Ebal, and Abimael, and Sheba,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Abimael', 'Sheba']","['Abimael', 'Sheba']"
108201,10275,1 Chronicles,1Chr,1,23,"And Ophir, and Havilah, and Jobab. All these were the sons of Joktan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,['Jobab'],"['Ophir', 'Joktan']","['Ophir', 'Joktan']"
108202,10276,1 Chronicles,1Chr,1,24,"Shem, Arphaxad, Shelah,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],['Arphaxad'],['Arphaxad']
108204,10278,1 Chronicles,1Chr,1,26,"Serug, Nahor, Terah,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Nahor', 'Terah']","['Nahor', 'Terah']"
108206,10280,1 Chronicles,1Chr,1,28,"The sons of Abraham; Isaac, and Ishmael.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Abraham', 'Isaac']",['Ishmael'],['Ishmael']
108207,10281,1 Chronicles,1Chr,1,29,"These are their generations: The firstborn of Ishmael, Nebaioth; then Kedar, and Adbeel, and Mibsam,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Kedar', 'Mibsam']","['Ishmael', 'Nebaioth']","['Ishmael', 'Nebaioth']"
108208,10282,1 Chronicles,1Chr,1,30,"Mishma, and Dumah, Massa, Hadad, and Tema,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],['Hadad'],['Hadad']
108209,10283,1 Chronicles,1Chr,1,31,"Jetur, Naphish, and Kedemah. These are the sons of Ishmael.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Jetur', 'Ishmael']","['Jetur', 'Ishmael']"
108210,10284,1 Chronicles,1Chr,1,32,"Now the sons of Keturah, Abraham's concubine: she bare Zimran, and Jokshan, and Medan, and Midian, and Ishbak, and Shuah. And the sons of Jokshan; Sheba, and Dedan.",,,English,KJV_1769,Positive,"('Objective', 0.1)",1 Chronicles,"['Abraham', 'Zimran']","['Jokshan', 'Medan', 'Jokshan', 'Sheba', 'Dedan']","['Jokshan', 'Medan', 'Jokshan', 'Sheba', 'Dedan']"
108211,10285,1 Chronicles,1Chr,1,33,"And the sons of Midian; Ephah, and Epher, and Henoch, and Abida, and Eldaah. All these are the sons of Keturah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Ephah', 'Epher']",['Eldaah'],['Eldaah']
108212,10286,1 Chronicles,1Chr,1,34,And Abraham begat Isaac. The sons of Isaac; Esau and Israel.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Abraham', 'Isaac', 'Isaac']","['Esau', 'Israel']","['Esau', 'Israel']"
108213,10287,1 Chronicles,1Chr,1,35,"The sons of Esau; Eliphaz, Reuel, and Jeush, and Jaalam, and Korah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Jeush', 'Korah']",['Jaalam'],['Jaalam']
108214,10288,1 Chronicles,1Chr,1,36,"The sons of Eliphaz; Teman, and Omar, Zephi, and Gatam, Kenaz, and Timna, and Amalek.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Omar', 'Zephi', 'Gatam', 'Amalek']",['Kenaz'],['Kenaz']
108215,10289,1 Chronicles,1Chr,1,37,"The sons of Reuel; Nahath, Zerah, Shammah, and Mizzah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Reuel', 'Nahath']","['Reuel', 'Nahath']"
108216,10290,1 Chronicles,1Chr,1,38,"And the sons of Seir; Lotan, and Shobal, and Zibeon, and Anah, and Dishon, and Ezer, and Dishan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,"['Zibeon', 'Dishon']",['Dishan'],['Dishan']
108217,10291,1 Chronicles,1Chr,1,39,"And the sons of Lotan; Hori, and Homam: and Timna was Lotan's sister.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,['Timna'],"['Lotan', 'Lotan']","['Lotan', 'Lotan']"
108218,10292,1 Chronicles,1Chr,1,40,"The sons of Shobal; Alian, and Manahath, and Ebal, Shephi, and Onam. And the sons of Zibeon; Aiah, and Anah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],['Zibeon'],['Zibeon']
108219,10293,1 Chronicles,1Chr,1,41,"The sons of Anah; Dishon. And the sons of Dishon; Amram, and Eshban, and Ithran, and Cheran.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,['Dishon'],"['Anah', 'Dishon', 'Amram', 'Ithran']","['Anah', 'Dishon', 'Amram', 'Ithran']"
108220,10294,1 Chronicles,1Chr,1,42,"The sons of Ezer; Bilhan, and Zavan, and Jakan. The sons of Dishan; Uz, and Aran.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,['Zavan'],"['Ezer', 'Bilhan', 'Jakan', 'Dishan', 'Aran']","['Ezer', 'Bilhan', 'Jakan', 'Dishan', 'Aran']"
108221,10295,1 Chronicles,1Chr,1,43,Now these are the kings that reigned in the land of Edom before any king reigned over the children of Israel; Bela the son of Beor: and the name of his city was Dinhabah.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Chronicles,[],"['Edom', 'Israel', 'Bela', 'Dinhabah']","['Edom', 'Israel', 'Bela', 'Dinhabah']"
108222,10296,1 Chronicles,1Chr,1,44,"And when Bela was dead, Jobab the son of Zerah of Bozrah reigned in his stead.",,,English,KJV_1769,Negative,"('Objective', 0.4)",1 Chronicles,"['Bela', 'Jobab']",['Zerah of Bozrah'],['Zerah']
